Section676,Section798,Section715,Section835,Section714,Section719,Section718,Section3817,Section3934,Section3813,Section1235,Section3776,Section3778,Section791,Section3410,Section4586,Section394,Section3098,Section674,Section4186,Section397,Section4463,Section1230,Section700,Section3270,Section789,Section786,Section308,Section306,Section708,Section4634,Section3787,Section1401,Section781,Section3783,Section382,Section4473,Section3780,Section785,Section4233,Section540,Section783,Section975,Section852,Section698,Section732,Section737,Section738,Section4092,Section3836,Section3838,Section4129,Section1257,Section1132,Section4127,Section4126,Section3670,Section333,Section697,Section1250,Section730,Section695,Section970,Section3291,Section4141,Section1270,Section325,Section3847,Section3843,Section4139,Section4532,Section4135,Section4137,Section4016,Section3840,Section1421,Section322,Section4131,Section2350,Section4133,Section1281,Section754,Section999,Section758,Section4669,Section351,Section3695,Section4025,Section3175,Section4142,Section752,Section477,Section4145,Section349,Section1292,Section748,Section3748,Section3622,Section3985,Section3746,Section1842,Section583,Section740,Section584,Section1284,Section1285,Section778,Section379,Section775,Section776,Section779,Section537,Section1219,Section3915,Section4327,Section3757,Section4724,Section2782,Section1176,Section3750,Section4047,Section3753,Section4049,Section1212,Section652,Section2261,Section1172,Section2262,Section774,Section1294,Section4288,Section496,Section3353,Section2781,Section4166,Section768,Section3807,Section3806,Section3927,Section3644,Section4334,Section363,Section3367,Section367,Section760,Section640
94,94,64,70,12,66,28,10,8,11,22,11,11,36,20,15,20,65,20,20,94,25,58,14,19,20,76,54,94,94,13,11,24,94,11,40,3,11,46,94,22,68,24,71,9,79,25,54,13,20,8,11,26,25,22,11,20,30,94,8,22,20,24,19,6,94,94,19,20,9,20,11,20,94,10,20,20,20,6,20,8,94,56,94,86,4,20,20,94,19,63,56,20,12,21,20,12,94,38,12,7,52,40,15,36,13,57,20,11,83,28,14,24,20,61,11,18,24,37,11,23,9,19,64,94,94,53,19,44,22,20,25,15,41,19,44,12,11,94,20,20,8,7,94,34,20
67,94,12,81,35,83,94,11,10,11,79,11,11,36,20,20,19,89,20,20,94,37,31,39,19,20,94,54,94,94,11,11,14,94,12,40,17,11,47,60,19,94,21,63,11,90,94,49,20,11,9,11,21,19,22,11,20,29,34,6,94,19,92,19,11,57,94,16,20,11,20,11,20,94,10,19,20,20,24,19,12,94,42,94,53,11,20,19,94,16,52,69,20,11,21,94,20,27,38,20,23,47,16,11,36,13,57,20,11,32,23,14,7,20,27,8,19,25,31,11,4,11,12,79,94,27,48,19,44,41,20,18,16,38,19,29,11,11,94,20,19,6,7,94,36,20
72,94,34,83,94,86,5,11,20,11,94,11,11,36,20,20,20,51,20,20,94,34,58,15,20,20,94,36,94,89,12,11,18,26,11,40,10,11,51,94,25,79,16,63,8,91,25,54,20,20,11,10,28,35,22,11,20,29,84,7,94,20,94,16,6,45,94,19,20,11,15,11,20,27,9,20,20,20,18,17,4,44,94,54,86,12,20,20,75,6,6,66,10,16,94,21,15,28,38,17,26,38,40,10,36,13,57,19,11,93,94,13,31,20,60,9,19,25,33,11,23,11,19,64,89,12,67,19,44,94,20,31,19,33,19,55,9,11,94,20,20,9,6,94,68,20
72,94,93,76,29,85,27,11,20,2,94,12,9,36,15,20,20,82,20,20,66,23,58,34,20,20,94,36,8,94,13,11,37,25,11,30,27,8,22,34,25,94,27,63,16,90,11,54,20,19,8,11,38,44,22,11,20,94,32,6,40,20,57,16,11,94,94,20,20,10,20,11,20,94,11,20,10,20,3,22,7,41,78,62,42,5,20,20,59,20,64,22,20,11,17,9,20,30,38,20,22,57,29,11,36,94,38,20,16,71,62,26,34,20,65,11,19,24,33,11,23,11,20,60,94,10,35,15,11,94,20,34,18,58,18,70,9,11,94,20,16,7,18,94,59,20
94,94,52,69,27,37,94,11,6,5,94,11,9,29,20,20,20,92,18,20,66,32,94,8,20,15,94,54,94,94,16,11,22,26,11,24,19,9,57,37,21,94,18,65,13,84,25,54,20,16,8,11,30,42,22,11,19,29,94,5,43,18,94,20,11,61,94,20,20,11,20,11,20,94,11,19,20,20,3,20,6,46,78,47,86,18,20,15,58,14,68,69,20,14,38,94,20,29,23,20,14,40,30,11,20,13,57,20,28,85,94,29,94,20,94,8,20,94,20,11,18,11,14,57,68,13,14,19,44,39,20,30,20,56,19,79,12,11,94,20,20,20,28,94,31,20
64,64,42,81,94,48,94,10,10,6,94,10,10,36,20,20,20,79,20,20,94,40,58,38,19,21,94,18,11,64,10,11,12,94,12,32,12,9,47,94,15,53,10,64,8,91,23,54,20,19,8,10,22,31,22,11,20,29,94,5,42,19,47,17,5,94,64,17,16,11,19,11,20,94,9,19,10,19,4,20,6,94,60,81,38,23,20,20,94,17,94,56,20,12,26,20,8,27,38,15,21,25,40,10,21,13,57,18,12,78,31,14,26,19,94,8,20,17,40,11,28,11,19,65,94,15,45,19,44,28,17,33,18,44,20,81,9,11,94,20,19,20,7,20,51,20
94,63,95,52,94,59,28,10,20,11,94,11,10,36,20,20,20,94,19,19,94,35,57,24,19,20,76,54,94,94,10,11,15,94,12,21,57,9,22,60,26,29,19,61,5,91,10,43,20,20,8,11,27,36,22,11,16,30,94,5,9,19,49,19,5,94,94,20,17,11,20,10,20,73,11,20,20,20,3,18,8,94,61,86,29,9,20,20,41,20,7,69,20,11,43,7,5,25,27,11,24,42,28,10,22,9,52,20,11,83,56,23,17,20,62,8,20,94,24,9,24,11,19,63,68,21,32,20,44,32,20,28,18,34,20,83,13,11,8,20,13,20,7,94,81,20
71,23,77,49,37,77,28,11,10,11,94,11,10,36,20,9,19,79,20,19,94,32,94,57,19,20,75,54,20,94,11,9,17,26,11,40,5,11,43,94,25,69,13,61,12,90,24,54,20,20,8,11,18,33,22,11,20,29,33,6,29,19,42,19,11,94,56,19,20,11,8,11,20,98,11,20,20,20,18,23,8,45,68,94,31,5,20,20,31,20,44,74,19,11,18,19,12,97,29,20,20,52,31,11,36,12,39,20,28,91,56,25,7,20,54,8,20,16,38,9,10,10,19,58,78,94,63,20,44,29,20,42,17,41,19,69,11,11,94,19,20,20,28,13,43,18
94,63,37,80,69,64,28,10,20,11,79,11,9,36,20,20,20,94,20,20,94,35,42,35,20,28,94,54,12,94,27,11,19,94,10,34,16,8,52,15,18,94,17,63,12,92,23,49,20,12,9,9,35,31,22,11,20,30,94,7,36,16,94,19,6,94,93,17,21,11,20,11,20,94,9,20,10,20,3,17,8,46,56,48,35,6,20,20,94,19,6,79,20,14,22,19,14,94,30,14,22,10,29,11,21,13,57,19,11,65,94,18,33,20,62,8,20,17,36,11,28,11,19,59,94,15,17,19,44,46,19,13,20,33,20,57,12,11,94,20,20,20,7,18,27,20
70,63,53,94,19,44,10,11,10,11,94,11,11,36,20,20,20,79,20,15,94,48,53,42,18,20,94,32,94,92,12,11,21,40,11,33,6,8,50,94,29,67,21,94,13,39,23,54,20,14,9,11,25,41,22,11,20,29,94,4,33,20,49,19,5,61,94,20,20,11,20,11,20,94,11,22,20,19,12,19,8,94,86,83,86,14,20,19,38,20,42,94,7,11,22,21,13,29,38,13,22,40,30,9,22,11,94,20,28,88,71,28,25,13,94,8,17,94,38,11,11,10,12,61,94,21,7,20,44,22,19,33,19,39,19,73,13,11,94,19,19,20,6,94,59,20
72,48,45,81,94,60,28,11,8,11,94,11,9,27,20,10,20,81,20,20,66,9,94,34,19,28,94,54,8,94,17,11,24,28,8,30,19,9,39,62,23,94,17,64,10,94,24,54,20,15,8,11,18,16,22,11,19,29,31,4,32,11,46,15,11,52,94,18,20,11,15,11,20,95,10,20,10,19,16,19,9,94,54,94,86,18,20,19,45,18,62,94,20,9,15,19,20,28,38,18,23,46,40,11,36,12,57,20,22,57,35,15,6,16,94,8,20,17,14,11,24,10,15,50,68,17,11,20,44,32,20,21,9,17,20,44,11,11,15,20,20,20,17,94,17,20
72,66,40,46,35,94,94,10,20,11,87,11,9,36,14,14,20,83,20,20,94,18,57,40,20,20,94,54,9,63,12,11,16,94,11,33,20,11,28,94,21,94,15,63,9,91,21,54,19,19,11,10,28,14,22,11,20,30,33,5,53,15,36,19,11,51,94,11,12,8,20,7,20,95,9,19,10,20,16,14,3,43,42,55,86,4,20,19,17,19,57,69,20,11,111,19,20,27,18,20,22,14,28,6,36,94,27,20,11,59,64,7,17,20,18,9,20,94,23,11,18,11,14,75,94,15,51,19,11,24,20,36,11,11,20,28,14,11,94,20,20,20,6,94,31,20
70,94,93,24,28,62,29,11,10,11,94,11,11,36,20,10,20,94,20,20,94,35,57,34,20,28,94,54,19,56,27,11,20,20,12,31,14,8,51,63,28,66,24,64,13,94,26,54,20,17,9,8,36,37,22,11,20,30,33,4,41,17,27,20,11,94,72,20,20,11,20,10,20,94,11,20,20,20,16,20,8,94,56,94,86,11,20,20,47,18,15,93,19,20,20,21,14,92,38,14,24,24,29,8,36,13,41,19,11,102,72,31,12,20,94,9,20,17,39,11,17,7,19,59,99,12,7,14,44,38,20,18,11,10,19,78,12,11,94,17,20,20,8,19,66,19
70,94,94,69,38,21,94,11,4,11,87,11,10,26,14,11,20,94,20,20,94,32,32,94,19,28,94,54,20,40,21,11,24,94,9,34,57,7,47,94,16,94,27,62,13,75,25,54,20,18,9,11,26,30,22,11,20,29,94,6,94,20,42,19,5,43,94,18,20,11,20,11,20,25,11,19,20,19,10,20,9,94,85,61,86,22,20,20,39,20,24,94,20,19,14,19,20,94,33,10,21,27,40,15,20,12,53,10,12,60,59,18,13,12,63,11,20,94,7,9,23,11,14,64,94,30,9,20,11,37,20,26,19,35,19,71,12,11,94,20,12,20,6,94,42,20
75,94,92,34,37,23,28,11,10,7,94,11,11,36,20,20,20,84,20,20,94,29,58,44,17,20,75,54,8,55,27,11,39,94,11,40,57,11,41,94,18,56,19,71,20,16,94,54,17,20,9,10,94,15,22,11,20,94,36,4,49,20,42,20,6,94,94,16,20,11,20,9,20,94,9,19,9,19,4,17,7,44,89,83,86,13,20,20,31,18,37,39,20,20,36,19,12,27,38,10,9,29,40,7,36,13,33,20,11,72,35,8,8,20,30,8,19,20,13,9,28,12,12,64,94,13,14,19,44,42,19,27,17,30,20,38,12,11,94,20,20,7,7,94,15,18
94,64,84,75,28,69,94,11,4,9,94,11,11,26,20,11,20,89,18,20,67,30,94,43,20,20,75,54,94,94,14,11,21,25,12,40,6,7,46,94,29,31,15,68,11,59,25,54,20,20,8,11,37,30,22,11,20,30,36,5,94,10,50,19,6,44,94,20,22,11,20,11,20,64,11,15,10,20,15,16,10,43,79,32,86,3,20,20,23,19,57,33,20,11,23,20,13,94,38,14,14,45,16,9,36,13,49,19,12,80,54,12,4,20,47,8,19,94,36,11,24,11,19,64,67,13,44,19,44,39,20,32,11,7,20,54,10,11,94,20,13,20,6,94,27,20
70,94,94,71,38,88,28,11,7,11,94,10,11,36,14,20,20,59,20,19,60,19,13,13,18,18,75,54,8,94,12,7,16,33,11,32,18,11,20,94,94,94,27,62,7,91,94,49,20,14,11,9,27,36,22,11,20,29,33,9,29,17,54,15,11,44,94,20,20,11,20,11,20,26,11,17,20,19,16,20,8,94,55,94,86,3,20,20,62,13,4,94,17,12,69,19,12,42,38,20,22,30,40,10,36,11,54,20,13,85,55,94,33,20,76,11,19,94,32,8,23,11,14,56,81,10,56,16,11,28,19,94,20,58,19,68,13,11,94,19,15,20,6,94,94,19
94,47,20,39,94,93,27,11,20,11,94,11,9,36,20,20,20,36,20,20,94,23,57,16,20,28,76,54,17,94,27,11,94,94,11,22,14,7,45,25,33,94,14,68,14,90,94,54,20,20,8,13,24,36,22,11,20,94,33,5,56,10,47,19,11,42,81,20,20,10,20,11,20,69,11,20,20,9,14,20,8,43,88,91,86,16,19,20,44,18,4,63,19,12,29,20,11,24,25,20,11,39,40,5,22,12,42,20,11,88,114,33,24,15,65,8,15,17,41,8,28,11,19,64,72,10,11,20,44,37,19,29,18,39,20,66,12,11,4,20,17,20,7,20,67,20
71,63,94,53,65,39,94,11,9,11,77,11,11,27,14,20,20,80,20,20,94,29,29,35,20,28,94,54,9,52,21,11,22,14,11,32,9,7,32,60,21,69,26,63,14,92,22,54,20,20,11,11,34,18,22,11,20,30,40,7,54,20,39,19,7,43,94,17,20,11,20,11,20,92,10,20,10,16,15,20,9,94,84,94,86,15,20,20,44,14,64,94,20,12,48,19,14,52,38,20,25,45,40,10,36,13,63,19,11,77,51,15,7,20,94,8,19,94,37,11,23,11,19,64,97,31,21,19,11,24,20,94,15,26,20,66,13,11,94,19,19,20,6,94,25,20
72,94,93,83,94,91,29,8,9,11,94,11,11,27,20,4,20,94,20,20,58,35,22,94,17,28,94,54,18,94,18,11,20,29,11,40,11,7,41,94,33,94,14,64,14,90,25,49,20,7,8,11,94,31,22,11,20,30,33,2,33,20,49,19,11,94,94,19,20,11,20,8,20,94,11,15,20,20,10,18,9,47,87,84,86,21,20,20,30,18,94,74,19,12,17,19,20,93,38,13,23,41,24,9,36,13,52,19,12,81,52,31,3,20,31,8,20,17,32,11,28,11,19,66,93,15,6,20,44,94,19,36,18,48,19,62,13,11,94,19,11,20,7,94,64,19
39,58,95,69,32,56,29,10,9,7,94,10,10,36,20,20,20,28,20,19,94,43,94,21,20,20,76,54,8,94,12,7,15,94,9,34,18,8,40,94,33,94,27,67,13,52,16,54,20,20,8,11,17,31,22,11,20,29,33,7,22,19,36,19,11,50,94,18,20,11,19,11,20,99,11,20,10,19,15,20,9,16,59,94,86,17,20,20,94,17,94,35,20,13,11,20,12,29,31,20,24,47,16,11,22,11,53,16,12,35,94,23,17,16,21,7,19,94,40,9,23,8,20,49,94,29,13,20,44,15,8,39,20,56,19,61,11,11,94,20,19,20,7,94,64,20
94,63,54,53,34,51,94,11,20,11,32,11,11,29,14,7,20,83,20,20,65,32,94,49,20,21,94,54,20,40,12,11,12,26,12,40,9,11,46,42,27,70,22,63,11,93,24,49,20,20,9,11,25,19,22,11,20,29,34,5,47,20,37,19,6,61,95,20,20,11,19,9,20,94,11,15,20,20,3,15,16,94,86,94,86,9,20,20,42,9,14,94,10,11,45,20,15,25,38,12,21,48,40,10,36,94,55,21,10,88,44,24,3,20,24,9,19,17,40,11,23,8,13,65,67,19,69,20,11,31,20,30,20,63,19,41,12,11,94,20,14,20,7,94,57,20
69,10,93,81,72,48,28,11,3,11,48,11,11,36,20,14,8,84,19,20,94,17,7,43,19,20,94,54,8,94,13,11,18,36,9,12,9,6,22,54,31,94,20,64,14,80,94,54,18,20,11,11,94,24,22,11,19,29,17,6,4,12,6,18,11,94,94,20,20,11,20,8,20,94,11,20,11,18,13,16,10,42,88,54,86,13,19,20,45,13,58,95,20,15,9,19,20,47,38,17,22,43,29,10,22,13,94,20,11,94,56,16,4,15,18,8,20,94,10,11,28,8,18,62,94,34,6,19,44,33,20,31,20,57,20,95,12,11,94,19,15,20,9,94,58,20
94,63,93,70,94,25,29,11,20,11,94,11,8,36,14,16,20,63,20,19,94,15,58,13,20,20,94,54,94,40,11,11,17,38,12,40,15,11,25,49,41,51,23,70,10,94,94,54,20,20,8,11,94,7,22,11,20,30,33,5,43,19,8,19,11,94,94,11,19,11,20,11,20,94,8,20,20,20,24,19,6,94,88,55,86,21,20,20,40,13,57,94,19,12,33,94,20,94,38,18,15,48,40,11,36,9,94,20,9,91,56,6,12,20,34,8,20,94,50,11,28,8,14,94,94,13,39,20,10,29,20,32,10,22,20,24,10,11,94,19,13,20,28,94,12,20
72,94,93,69,94,78,28,11,9,11,94,11,9,27,15,20,20,38,20,20,67,24,94,22,20,21,75,54,94,94,13,11,19,20,10,30,14,11,33,51,27,94,25,68,7,90,26,54,20,20,8,11,21,31,22,11,19,94,34,20,39,17,45,15,11,94,94,20,20,11,20,10,20,94,11,20,20,20,14,19,8,48,70,94,86,4,20,20,50,17,94,68,17,11,14,21,12,43,30,20,25,35,29,8,36,13,37,17,14,71,94,35,41,15,95,7,20,14,50,9,28,11,17,64,95,13,59,19,12,23,20,41,10,16,19,63,8,11,94,17,10,20,10,94,61,20
94,63,76,36,55,45,28,11,10,8,73,11,11,36,20,19,20,48,20,19,94,35,94,30,20,18,68,54,94,43,12,11,9,94,11,12,57,11,56,94,33,68,11,71,12,78,24,54,20,19,11,11,21,26,22,11,20,27,94,9,31,18,35,19,5,94,94,19,19,11,19,10,20,94,10,20,20,15,3,14,10,46,59,36,28,4,19,20,32,20,7,72,20,14,33,94,12,94,38,11,24,30,26,7,36,13,34,19,11,62,32,22,29,20,46,8,20,24,23,7,28,9,19,56,94,17,37,19,44,30,19,37,17,28,19,45,11,11,94,20,15,11,6,94,65,20
94,62,94,57,94,64,94,11,10,11,94,11,11,36,14,11,20,94,20,15,66,34,6,94,19,21,94,54,94,91,11,11,36,24,9,20,57,8,56,40,31,67,24,63,20,39,22,54,20,19,9,11,94,36,22,9,20,94,94,20,11,19,51,20,5,94,94,19,20,11,20,11,20,94,10,20,20,17,9,20,14,47,86,39,86,13,20,20,42,20,9,92,20,12,15,21,14,28,38,20,22,25,29,13,22,13,73,20,6,86,58,31,3,20,94,11,20,17,25,11,28,11,20,56,68,12,23,18,11,28,20,22,12,25,20,71,11,11,94,20,10,20,19,94,72,19
94,60,83,69,29,62,29,11,10,11,94,11,11,36,20,13,20,83,20,20,94,28,94,39,20,20,94,54,18,94,11,11,22,94,10,40,17,7,94,94,30,94,20,64,13,14,94,54,20,20,8,11,20,18,22,11,21,29,94,7,31,19,43,19,11,48,58,19,20,11,18,9,20,84,10,20,20,19,13,20,9,47,69,85,86,9,20,20,34,17,33,68,20,13,18,20,20,27,38,15,23,41,11,9,36,12,59,20,28,85,94,27,5,17,23,9,19,25,45,11,21,11,14,54,67,12,18,19,44,18,19,36,20,63,20,39,11,10,3,20,17,20,28,94,46,17
72,60,95,55,28,73,94,11,10,11,46,11,11,29,14,19,20,79,20,20,94,33,15,34,19,28,94,54,94,45,16,11,20,48,11,33,13,10,46,62,26,69,22,63,10,62,94,54,18,20,11,11,26,30,22,11,12,29,34,7,37,15,40,13,11,51,94,19,20,11,19,10,20,94,10,20,20,19,16,20,12,94,79,94,86,21,19,20,36,18,57,94,20,14,19,94,16,28,38,20,22,47,23,7,36,13,42,20,16,86,44,18,5,18,94,8,19,94,37,11,23,6,19,58,99,21,48,20,11,11,20,94,13,36,20,46,10,11,94,19,20,20,22,94,58,20
94,94,93,69,23,84,28,11,20,11,94,11,11,36,20,20,22,50,20,19,94,27,4,35,20,20,94,35,94,94,13,9,16,42,9,40,19,11,94,61,17,94,24,64,12,92,94,54,20,20,8,11,18,28,22,11,20,27,94,5,16,20,18,19,5,94,94,16,20,11,12,11,20,94,11,20,20,19,17,20,7,51,42,94,86,5,20,20,58,19,56,91,19,13,11,21,20,31,38,14,30,34,14,10,36,94,53,19,11,94,56,23,3,15,33,11,18,94,20,11,24,4,20,61,94,15,55,19,44,28,20,38,16,41,20,29,13,11,94,20,13,20,7,94,34,20
94,94,94,94,64,60,29,11,9,11,88,11,11,13,14,20,20,18,20,20,94,34,57,14,20,20,74,54,8,94,12,11,17,40,11,34,15,11,41,59,29,94,18,76,5,88,25,54,20,20,11,11,21,30,22,10,20,26,33,5,94,20,94,17,11,94,94,20,20,11,20,11,20,94,9,20,11,20,16,19,8,94,42,55,33,7,19,20,43,19,94,94,20,12,19,19,12,94,38,19,23,44,40,94,36,12,94,6,9,95,94,11,5,20,40,8,20,94,33,6,28,11,16,57,94,20,39,19,11,94,20,40,18,48,20,94,11,11,94,19,13,20,6,94,40,19
70,63,93,48,52,84,94,11,2,11,72,11,11,27,20,20,20,79,20,17,67,35,41,21,20,18,94,36,19,39,13,11,16,16,11,29,14,9,50,20,31,68,14,64,7,90,22,49,20,20,11,11,29,30,22,11,20,28,94,12,45,19,37,17,5,52,92,20,20,11,20,11,20,25,11,20,20,20,5,18,9,94,80,94,41,5,20,20,48,15,6,94,12,10,85,15,5,45,38,20,25,49,40,9,36,13,40,20,22,91,16,33,29,20,94,11,20,94,32,11,23,11,19,64,95,13,5,19,44,28,20,94,19,46,20,60,13,11,94,20,15,20,16,94,65,19
94,38,63,61,27,62,17,10,20,11,94,11,11,13,20,20,19,83,19,18,94,32,94,35,19,20,94,54,20,94,11,11,36,39,11,40,3,10,94,61,35,68,22,63,13,91,23,54,20,20,8,11,27,35,22,11,20,94,32,4,33,19,58,19,11,94,63,20,19,11,19,11,20,94,11,20,20,19,6,20,8,48,43,94,86,5,20,20,58,18,66,83,20,10,50,19,20,26,38,10,8,55,29,9,36,11,53,19,11,90,57,32,20,20,31,8,19,94,32,11,22,11,11,69,66,29,27,19,44,28,19,32,10,28,19,70,12,11,9,19,20,20,7,94,71,11
68,28,47,70,28,89,25,11,10,11,94,11,11,36,20,6,20,79,20,5,94,23,94,34,14,28,94,54,10,94,27,11,27,36,12,40,17,11,34,94,23,94,13,63,11,91,23,49,20,20,8,11,24,31,22,11,20,30,32,4,94,17,37,17,6,52,26,16,19,11,19,10,20,88,10,19,11,20,11,16,8,94,64,94,86,4,20,20,44,19,32,94,19,12,16,20,14,99,38,15,30,42,40,12,36,94,58,19,12,87,32,25,17,17,94,9,19,94,35,11,16,11,19,64,99,13,60,20,44,28,20,26,16,47,19,57,12,11,94,19,20,20,7,94,63,19
37,26,50,61,29,38,27,11,5,11,94,11,9,25,20,9,20,79,20,20,94,34,6,34,18,28,75,54,8,52,16,11,16,94,12,40,17,9,41,94,19,49,13,74,13,69,21,54,18,20,8,11,10,17,22,11,17,29,42,5,31,20,24,19,8,54,94,20,20,11,11,11,20,94,10,20,11,20,15,13,9,44,41,83,36,10,20,20,56,19,49,93,15,12,19,19,13,20,31,20,21,31,29,6,36,12,94,20,28,66,40,22,4,20,21,8,19,25,38,9,24,7,19,63,68,11,16,16,44,13,18,29,20,61,20,46,10,11,94,20,20,11,28,94,27,20
71,94,89,69,66,69,27,11,5,11,85,11,10,28,20,9,20,84,20,20,94,33,40,45,20,21,94,54,94,94,13,11,17,94,11,33,57,9,46,94,24,66,10,63,16,90,94,54,20,25,11,11,35,27,22,11,20,29,27,8,31,16,55,19,8,45,94,20,20,11,20,11,20,65,10,20,20,20,24,16,7,94,90,64,47,13,19,20,39,18,94,94,20,16,12,94,13,30,38,20,9,35,40,15,36,7,33,20,28,67,59,24,28,20,63,9,20,94,39,11,18,11,19,64,94,11,14,15,44,40,19,27,12,27,20,52,13,11,94,20,15,20,28,94,56,20
72,94,94,49,34,64,94,11,20,11,73,11,11,36,20,8,20,80,20,20,94,11,31,33,20,20,94,54,94,94,11,11,35,37,11,33,8,11,28,94,28,94,20,64,14,92,94,48,20,20,11,6,29,39,22,11,20,94,19,7,94,15,40,19,11,42,94,18,20,9,20,11,20,98,10,19,20,19,24,19,15,94,43,94,86,21,20,20,48,19,68,94,4,20,94,94,20,92,38,20,22,23,40,9,36,13,41,20,14,61,94,13,19,20,94,8,19,17,34,11,23,9,19,65,94,32,73,20,44,94,20,94,13,25,20,94,11,11,94,19,15,20,5,15,62,20
94,64,24,41,15,82,94,11,20,11,94,10,9,25,20,16,20,93,20,20,66,27,59,55,19,21,94,54,94,39,15,11,18,25,12,30,13,8,94,59,22,94,15,63,13,96,24,49,20,19,9,11,27,19,22,11,20,28,94,5,35,20,23,19,11,94,94,20,16,11,19,11,20,94,8,20,20,18,24,20,8,42,26,64,32,2,20,20,34,19,11,94,20,13,14,94,20,94,31,18,42,24,29,10,36,94,53,19,15,75,19,33,10,20,20,8,20,94,39,11,20,9,13,61,94,9,23,15,44,17,20,19,10,55,20,25,9,11,94,19,20,20,10,94,72,18
70,63,60,74,94,72,29,11,20,11,94,11,11,36,14,10,20,37,20,18,94,17,58,15,19,28,94,54,9,93,27,11,17,94,11,34,57,11,23,94,17,63,21,63,8,94,22,44,20,20,8,11,37,36,22,11,20,29,49,4,28,20,63,20,7,61,94,19,20,11,19,11,20,94,11,20,11,19,13,20,8,94,68,61,86,4,20,15,94,20,50,94,20,11,25,20,14,29,38,10,22,41,28,12,22,9,37,20,13,63,43,21,36,20,94,8,16,94,49,8,28,10,14,61,94,22,55,19,11,17,18,31,20,52,20,57,10,11,94,20,20,20,8,94,51,20
94,94,94,51,26,86,94,10,20,11,65,11,11,28,20,6,20,94,20,20,67,31,41,9,10,18,25,54,8,94,13,11,16,24,11,30,4,11,48,41,29,94,15,67,7,39,25,54,19,20,11,11,26,29,22,11,20,27,34,5,94,17,34,18,11,94,94,20,20,11,20,11,20,94,7,20,10,19,16,10,28,44,58,84,86,2,20,20,43,4,57,70,20,15,94,19,2,94,38,15,42,36,40,8,36,94,32,19,11,64,94,12,5,20,55,8,20,20,11,11,12,7,19,64,94,17,60,19,44,94,20,31,10,6,19,34,14,11,94,20,20,11,7,16,95,20
94,13,94,71,48,28,28,11,20,11,90,11,9,36,20,8,17,80,20,20,94,25,15,34,19,28,94,54,94,94,27,11,15,94,11,31,17,11,57,63,31,94,23,65,13,90,24,54,9,20,9,11,26,34,22,9,20,94,35,10,7,19,25,20,11,60,94,20,20,11,20,11,20,94,11,20,20,20,4,20,9,94,88,49,86,4,20,20,94,19,57,68,19,12,10,94,20,94,30,19,21,55,29,15,36,4,51,20,15,88,55,34,4,20,29,11,20,94,37,11,22,7,15,69,94,22,42,20,11,16,20,26,10,3,19,72,11,11,94,20,17,20,17,94,61,20
69,65,78,82,26,65,30,11,20,11,17,11,11,36,13,6,20,53,20,20,94,38,10,9,19,18,94,54,94,54,11,11,17,26,12,13,13,6,43,25,28,68,16,63,11,75,94,54,20,11,8,11,4,24,22,11,20,29,33,5,43,19,30,19,3,42,94,16,20,11,20,11,20,92,9,20,20,20,18,19,9,35,59,57,86,6,20,20,77,5,47,60,20,11,29,94,5,27,38,11,22,36,40,10,21,12,51,14,5,81,28,27,5,20,18,8,19,14,30,11,12,11,18,64,73,15,9,15,10,34,19,15,18,40,20,44,12,11,94,20,12,20,5,94,65,20
71,63,56,63,32,32,15,10,9,9,94,4,10,14,20,20,20,88,19,20,66,23,57,45,20,21,94,35,8,92,12,11,15,17,12,32,5,10,28,94,29,67,19,65,10,49,22,49,20,20,11,6,5,24,22,11,20,29,32,5,54,13,66,20,5,43,94,17,20,11,14,11,20,98,11,20,10,20,5,20,6,94,29,94,86,24,20,20,27,2,55,56,2,14,38,20,5,35,38,12,15,19,40,9,36,13,52,20,13,40,41,23,35,20,71,11,19,14,35,11,21,11,12,63,68,4,20,11,44,28,17,94,18,50,20,51,13,11,94,19,12,20,19,94,45,20
72,30,31,84,40,40,8,11,8,11,93,11,9,29,14,7,20,94,20,20,94,30,18,94,20,28,94,54,94,92,17,11,23,40,12,23,4,11,40,12,25,69,18,64,13,91,21,54,20,20,8,10,94,18,22,11,20,29,21,3,33,20,50,19,8,94,94,14,20,11,20,11,20,94,10,20,20,20,16,19,4,94,89,59,86,5,20,20,60,20,62,94,10,14,47,21,14,28,38,20,23,24,40,6,36,11,22,19,13,73,27,13,8,10,94,8,19,94,37,11,3,10,10,63,94,8,39,15,11,39,19,33,15,33,20,50,12,11,94,20,13,20,10,94,43,20
51,63,92,72,27,90,31,11,20,11,94,11,11,14,20,9,19,46,20,20,63,25,56,30,20,21,94,54,94,94,11,11,21,27,11,30,19,11,32,43,31,94,27,65,10,94,21,44,18,20,6,11,27,37,22,11,20,29,94,5,14,11,52,19,11,42,94,19,20,9,19,11,20,85,11,20,20,20,13,20,10,94,72,94,86,12,19,20,48,11,15,94,20,14,38,94,20,36,38,20,23,47,30,13,36,11,53,20,16,59,56,26,30,20,41,11,19,94,94,11,6,10,3,58,32,17,31,20,10,28,20,25,11,39,20,72,10,11,23,19,20,20,17,94,94,20
