Section676,Section798,Section715,Section835,Section714,Section719,Section718,Section3817,Section3934,Section3813,Section1235,Section3776,Section3778,Section791,Section3410,Section4586,Section394,Section3098,Section674,Section4186,Section397,Section4463,Section1230,Section700,Section3270,Section789,Section786,Section308,Section306,Section708,Section4634,Section3787,Section1401,Section781,Section3783,Section382,Section4473,Section3780,Section785,Section4233,Section540,Section783,Section975,Section852,Section698,Section732,Section737,Section738,Section4092,Section3836,Section3838,Section4129,Section1257,Section1132,Section4127,Section4126,Section3670,Section333,Section697,Section1250,Section730,Section695,Section970,Section3291,Section4141,Section1270,Section325,Section3847,Section3843,Section4139,Section4532,Section4135,Section4137,Section4016,Section3840,Section1421,Section322,Section4131,Section2350,Section4133,Section1281,Section754,Section999,Section758,Section4669,Section351,Section3695,Section4025,Section3175,Section4142,Section752,Section477,Section4145,Section349,Section1292,Section748,Section3748,Section3622,Section3985,Section3746,Section1842,Section583,Section740,Section584,Section1284,Section1285,Section778,Section379,Section775,Section776,Section779,Section537,Section1219,Section3915,Section4327,Section3757,Section4724,Section2782,Section1176,Section3750,Section4047,Section3753,Section4049,Section1212,Section652,Section2261,Section1172,Section2262,Section774,Section1294,Section4288,Section496,Section3353,Section2781,Section4166,Section768,Section3807,Section3806,Section3927,Section3644,Section4334,Section363,Section3367,Section367,Section760,Section640
75,68,57,59,31,92,9,93,32,25,88,99,73,64,75,66,99,87,98,99,70,36,42,40,98,69,63,56,10,99,42,93,19,29,98,82,10,79,42,64,32,71,20,67,71,95,24,82,99,99,72,99,27,38,61,98,94,30,38,31,57,99,51,98,57,47,16,99,93,91,87,99,101,28,99,92,51,99,12,99,26,43,80,37,31,16,100,98,35,32,7,11,27,72,33,5,21,97,78,54,49,33,55,7,57,13,36,84,39,63,36,17,10,99,65,73,99,18,41,74,79,99,98,69,99,19,57,99,21,38,87,28,92,50,99,63,63,99,12,98,76,44,27,15,27,99
76,39,22,34,39,61,12,93,25,35,35,99,99,64,74,81,99,89,98,99,60,37,36,41,99,68,63,56,10,68,40,90,17,34,99,61,21,70,45,64,36,63,11,68,49,99,26,80,99,99,84,99,8,28,61,98,99,31,36,40,44,83,47,75,54,17,50,80,99,99,75,74,101,73,97,92,51,99,20,94,28,41,51,57,36,10,100,99,45,56,27,6,63,64,26,13,38,36,58,99,58,44,55,10,61,12,34,84,42,91,44,25,18,99,32,77,99,18,43,74,71,99,62,41,99,17,14,99,25,41,99,22,71,59,99,46,65,99,12,98,99,44,30,20,61,99
69,39,21,74,28,94,25,93,46,76,90,99,87,64,74,96,97,64,98,99,60,27,22,27,96,64,63,56,8,74,47,93,23,33,97,61,18,75,46,29,22,72,21,68,38,95,26,80,95,99,85,99,22,28,61,99,94,27,35,25,36,86,51,58,48,43,50,99,99,91,99,99,101,54,89,99,54,99,65,99,25,41,37,57,33,11,99,98,37,56,17,60,99,66,99,21,29,34,44,70,47,52,55,10,61,14,58,99,40,98,91,29,21,99,40,76,97,19,33,74,47,99,74,67,71,13,50,99,25,48,76,30,99,41,99,98,62,99,9,98,65,44,26,15,50,96
75,64,33,50,35,51,25,93,46,99,61,99,83,25,74,99,97,50,99,97,60,23,22,17,99,64,68,56,10,58,46,93,25,38,94,84,17,79,24,29,20,74,11,70,60,98,27,91,95,99,72,93,25,33,61,98,94,30,32,26,30,99,31,90,51,43,50,99,98,99,99,99,101,54,99,99,51,91,70,99,19,41,72,88,34,58,99,99,68,12,27,60,58,68,18,22,66,41,58,71,51,31,55,9,57,12,36,99,35,69,23,26,19,97,37,73,98,15,42,74,81,85,92,67,86,19,56,99,32,36,99,33,99,60,97,54,66,99,12,94,84,44,23,15,56,97
70,67,49,74,31,83,25,90,47,76,61,99,99,64,74,23,97,90,98,99,62,33,60,26,98,71,63,56,20,68,47,99,13,28,99,61,36,63,46,29,12,63,18,67,68,94,23,91,79,99,84,99,30,41,61,99,94,30,36,29,29,68,52,99,54,56,78,98,99,99,99,89,101,99,91,71,51,95,22,99,42,29,73,56,24,20,100,98,49,95,22,69,99,86,26,21,75,87,58,69,57,53,74,13,57,14,60,99,35,44,52,20,7,99,28,74,99,20,43,74,81,94,97,63,99,14,41,99,25,24,95,25,95,49,99,72,67,99,12,98,99,55,30,13,31,94
73,41,65,29,30,77,32,90,32,53,61,99,99,39,74,29,97,94,98,92,60,34,60,20,94,61,63,56,9,58,49,99,14,22,99,61,14,57,44,29,32,72,17,66,51,34,8,86,99,99,77,99,23,30,61,98,94,31,55,28,38,97,56,86,73,44,50,98,93,99,99,99,101,89,91,87,55,99,16,99,27,47,63,88,39,9,100,98,55,38,11,72,63,46,31,12,69,48,58,87,51,55,73,8,62,12,20,84,42,98,53,40,10,99,36,73,99,19,28,74,82,99,75,64,97,18,20,99,25,33,95,35,71,24,84,61,61,99,12,94,99,44,30,15,57,99
69,67,41,85,33,27,27,73,37,85,61,99,87,64,74,26,99,83,98,99,60,51,62,35,99,74,63,56,10,68,40,93,12,25,99,51,17,90,61,65,18,63,17,67,72,95,23,90,99,99,72,99,24,31,61,99,99,30,34,24,57,99,41,95,54,46,50,72,99,99,99,73,101,91,99,99,51,99,20,99,22,39,67,56,49,26,99,98,20,57,27,61,63,66,37,22,38,34,56,74,47,51,55,9,57,14,68,70,49,60,23,28,6,99,65,75,97,19,33,74,47,96,78,75,71,24,31,99,25,33,90,21,92,48,97,75,46,99,12,94,80,44,29,19,57,98
69,70,35,72,44,64,30,93,32,76,92,98,94,64,74,32,98,52,98,99,60,31,6,19,99,71,63,56,10,61,44,99,28,25,84,79,17,56,42,64,32,72,19,67,43,97,7,80,99,98,84,99,25,6,61,98,94,31,35,28,34,99,18,90,56,69,50,49,93,99,87,89,101,54,83,99,51,66,32,99,29,41,91,57,36,24,100,96,36,76,66,96,63,54,25,13,70,34,58,55,59,36,72,19,57,13,43,84,20,99,43,9,4,85,19,73,97,18,42,74,80,74,85,64,71,21,23,99,21,25,99,32,46,16,99,29,61,98,12,94,70,44,32,20,20,97
54,39,98,75,29,61,25,93,50,76,97,98,88,64,75,48,97,85,98,99,60,28,3,42,98,76,63,56,10,68,45,99,19,40,99,84,21,79,32,29,30,63,21,67,57,71,21,80,99,99,78,89,21,49,61,81,99,31,33,27,37,82,42,99,48,43,50,89,93,96,87,99,101,54,99,92,51,99,67,99,36,36,99,41,36,10,99,98,59,96,13,99,57,51,29,23,36,37,82,54,52,40,72,14,61,12,61,99,59,87,44,34,1,90,37,74,99,19,21,74,47,63,98,55,99,18,4,99,26,45,99,27,99,37,97,96,55,92,12,98,61,44,33,15,66,99
74,39,99,71,33,51,25,93,11,99,61,98,99,64,74,58,97,91,98,99,60,36,5,42,99,73,63,56,10,99,40,99,36,25,99,61,9,72,42,29,21,74,31,68,73,69,26,80,99,65,77,99,21,27,61,99,94,30,36,27,38,99,98,50,53,43,50,83,93,61,87,97,101,54,97,99,51,95,32,99,10,46,92,35,45,34,100,98,33,77,27,76,66,80,26,13,76,97,32,71,16,37,38,9,57,12,61,84,40,76,58,13,1,98,19,77,97,18,15,74,47,84,70,67,99,11,5,93,25,40,98,18,91,33,99,84,62,99,7,94,99,44,30,13,32,99
69,39,65,73,33,31,10,94,51,86,61,99,77,74,74,57,97,98,98,99,60,39,22,41,99,66,63,56,9,39,46,93,22,38,97,82,27,76,61,29,23,73,18,68,87,95,27,80,95,88,75,99,21,18,61,98,94,30,35,23,30,99,58,92,54,37,50,99,99,99,99,89,101,33,98,94,54,95,39,99,19,41,41,57,36,37,99,99,50,57,58,60,99,87,21,21,74,34,58,54,28,48,55,11,62,14,57,84,42,93,43,24,5,85,44,73,97,26,35,74,33,98,97,68,71,35,20,89,25,27,99,27,99,47,99,53,63,99,12,97,80,57,23,15,19,99
71,39,70,64,36,53,25,99,27,76,86,99,92,74,74,99,94,99,98,99,70,37,33,58,99,74,80,56,9,60,53,73,13,26,99,74,17,95,52,54,21,73,18,75,42,96,21,80,95,99,73,99,23,25,61,89,94,26,34,28,46,77,48,99,46,46,50,99,99,99,97,99,101,99,98,99,46,99,40,82,37,54,53,36,62,20,100,98,83,57,40,83,63,56,28,21,83,99,82,56,52,50,39,11,57,14,38,99,36,89,45,30,35,80,77,80,97,18,30,74,30,99,90,60,99,15,25,95,26,39,95,43,71,63,97,47,61,99,12,94,80,44,24,15,48,97
75,67,42,87,33,60,30,93,32,76,61,98,94,64,74,57,98,99,98,99,60,31,62,59,99,74,63,56,9,99,43,93,25,25,99,66,17,45,50,20,21,75,14,66,51,68,17,91,99,99,77,76,27,37,61,98,99,31,59,56,50,86,69,94,72,65,50,96,93,99,87,89,101,54,99,99,56,95,29,92,34,47,84,88,51,12,99,99,36,57,59,60,63,59,42,20,74,29,58,74,25,29,55,11,61,12,57,84,61,94,51,27,39,84,77,97,97,19,38,74,79,99,70,68,71,11,26,76,25,37,99,31,53,10,77,62,58,99,12,94,80,44,23,15,31,97
69,39,91,81,33,52,25,93,32,99,61,98,99,64,74,99,99,91,98,99,70,33,22,50,99,73,63,67,10,95,45,99,19,19,99,61,34,97,59,43,26,63,17,65,63,88,26,89,95,99,77,84,25,30,61,99,94,31,34,32,43,99,53,91,54,52,50,99,93,94,99,71,101,26,89,92,51,99,55,99,35,52,81,52,36,16,99,98,17,95,21,97,99,65,25,22,38,34,58,74,61,66,73,13,57,14,67,99,44,59,58,15,28,99,94,72,97,19,29,74,80,97,95,60,71,29,65,99,25,37,95,35,52,18,99,42,60,99,12,94,99,44,25,15,45,91
75,39,77,78,29,97,14,93,50,99,35,99,99,78,74,26,85,84,98,99,60,33,7,37,99,68,69,56,9,99,55,93,38,46,99,85,13,68,42,9,34,57,24,72,46,99,26,92,95,99,85,99,29,42,61,98,94,31,38,9,57,93,23,96,40,54,50,89,93,99,87,89,101,96,99,99,55,99,24,99,32,44,75,63,29,21,100,99,64,48,73,67,99,55,39,20,51,34,58,77,56,49,55,17,61,11,56,84,35,92,57,11,5,99,33,99,99,15,41,79,26,71,81,68,71,18,29,93,32,46,96,37,65,8,97,72,64,99,12,98,99,44,25,15,43,99
75,43,25,79,27,70,31,93,40,64,61,98,94,75,74,57,99,89,98,99,60,32,22,43,99,71,63,40,9,57,49,99,21,43,88,61,10,98,44,65,32,72,19,67,62,81,23,80,95,99,78,99,21,31,61,98,95,31,35,32,31,78,97,98,49,43,50,99,93,99,87,89,101,54,99,77,51,95,20,99,30,54,58,89,36,28,100,98,66,95,60,46,63,73,19,9,18,39,58,70,63,49,74,12,57,14,60,84,42,94,24,33,7,99,38,72,99,18,39,74,80,84,94,56,99,15,37,99,25,21,99,38,71,69,99,47,64,99,12,98,72,44,30,21,62,86
29,69,52,73,30,65,15,93,33,76,61,95,97,64,74,46,97,62,98,99,71,41,22,25,99,68,63,66,10,98,46,93,19,20,99,81,9,85,39,44,33,72,25,66,98,73,23,83,95,99,73,84,8,36,61,98,98,30,30,26,28,99,57,99,52,9,50,98,99,99,72,92,101,54,99,92,51,98,18,99,41,41,36,57,21,25,99,99,39,57,27,60,48,69,34,22,71,29,58,64,57,60,55,13,62,11,43,50,27,96,68,29,8,99,37,72,99,19,27,74,79,99,65,68,32,14,39,89,25,33,76,28,63,37,97,53,61,99,12,98,80,44,23,15,62,99
74,39,49,76,57,18,28,93,35,76,77,98,86,73,74,93,99,83,98,99,60,34,44,37,99,68,63,56,10,42,80,89,23,29,92,60,17,99,45,16,36,73,15,68,37,95,27,88,99,99,72,86,26,21,61,82,99,31,38,24,39,76,48,83,66,48,50,82,93,99,87,89,101,98,87,99,51,95,28,99,15,50,92,23,41,24,99,98,76,94,63,80,63,52,17,13,55,44,77,70,30,32,71,10,57,14,56,84,79,99,46,18,27,99,77,83,97,19,41,78,44,97,97,63,99,11,49,99,25,40,91,33,99,46,99,64,56,99,12,94,99,44,60,15,71,97
69,33,58,86,33,52,31,99,51,99,61,98,91,64,75,57,97,84,97,97,60,32,22,39,99,73,80,56,9,58,41,93,24,25,99,67,31,99,27,29,27,54,13,86,39,98,25,91,95,88,75,94,23,17,61,99,94,31,11,21,41,99,38,99,54,43,50,92,99,97,99,99,101,54,80,76,55,95,60,95,28,41,58,57,52,55,97,98,61,95,68,59,63,60,33,20,71,29,58,99,52,37,55,11,57,12,39,82,45,82,49,14,22,83,37,73,97,18,29,74,47,99,54,67,76,15,59,99,26,44,99,27,79,15,97,46,57,99,22,94,88,44,21,15,44,97
73,39,66,66,34,72,31,93,51,99,61,99,88,44,74,39,97,73,98,99,60,31,22,36,99,68,62,58,12,43,46,99,18,25,99,61,4,75,50,29,31,72,16,64,75,47,14,80,95,77,84,84,28,27,61,99,94,32,36,33,36,94,41,90,43,43,99,99,99,99,99,99,101,72,90,92,55,96,20,90,32,47,46,56,36,21,100,98,44,20,7,80,12,66,21,6,16,97,82,64,60,56,74,10,56,14,39,85,41,88,35,23,10,99,37,77,94,18,42,78,79,98,97,66,99,14,46,89,25,30,99,20,91,41,97,53,68,99,12,94,99,44,24,15,95,99
76,70,67,47,30,95,30,93,48,76,61,99,99,64,75,99,99,24,98,90,60,36,56,24,99,70,80,56,10,68,44,99,39,32,97,66,9,61,42,20,32,63,17,72,71,96,22,80,99,99,71,87,30,23,61,83,94,30,36,28,31,99,43,99,48,43,50,99,71,99,99,93,101,54,90,99,51,99,13,88,32,42,55,57,36,37,100,98,44,9,69,98,49,65,39,7,60,92,58,72,15,38,74,9,44,14,39,99,36,90,43,24,38,72,99,73,99,19,14,77,84,99,81,61,99,9,70,70,26,33,99,30,63,51,75,33,61,99,12,98,96,44,29,15,55,99
72,54,91,77,29,62,30,93,32,76,61,98,99,75,74,57,97,61,98,99,60,38,60,26,84,73,80,56,10,68,49,99,24,30,99,61,17,76,52,29,15,63,21,61,64,99,14,80,80,99,84,99,26,35,61,99,94,30,34,10,41,97,32,99,54,65,50,92,93,99,20,89,101,54,89,87,51,95,28,99,38,41,59,57,36,21,100,99,41,57,14,60,63,68,15,13,59,99,74,74,52,50,55,13,60,14,54,84,40,60,44,13,30,85,62,67,99,18,39,79,22,84,71,66,99,13,32,99,25,26,99,30,93,42,97,61,53,99,12,98,99,44,23,15,32,99
75,68,80,72,59,63,25,93,54,76,76,99,93,74,74,96,97,62,98,99,60,24,33,25,85,68,78,56,9,41,63,93,19,37,78,82,37,79,31,29,29,75,20,63,76,33,25,80,95,99,75,99,27,30,61,99,94,31,40,47,56,99,28,98,74,43,50,93,99,99,99,98,101,54,99,92,43,97,66,99,41,41,44,89,36,11,100,98,42,57,61,60,99,71,11,20,65,44,58,74,51,42,55,12,57,14,61,84,73,47,41,25,26,57,99,73,97,19,46,79,47,89,97,68,99,16,56,99,25,38,95,44,69,31,97,59,55,99,12,94,80,44,60,15,32,99
69,39,88,63,33,38,25,93,50,76,61,99,82,64,75,99,97,84,98,99,60,30,62,20,99,57,63,67,10,71,46,99,26,7,88,80,17,75,42,29,31,39,30,66,73,89,25,80,99,88,73,99,37,13,61,96,99,31,35,27,40,99,61,97,52,43,50,87,99,99,87,71,101,54,84,86,51,95,22,99,31,43,83,89,27,62,100,98,28,95,59,99,13,76,32,22,16,34,82,54,52,42,64,18,60,13,74,81,35,41,68,22,27,99,67,83,97,19,37,74,83,98,70,62,71,18,35,99,26,50,95,35,73,30,99,39,61,99,10,75,77,44,23,15,77,99
74,39,53,38,30,33,25,93,32,76,61,93,91,64,74,57,97,83,98,99,68,30,22,14,99,57,79,56,9,68,42,93,29,19,99,61,9,74,38,44,43,63,21,63,56,94,19,92,95,95,85,99,20,32,61,99,99,30,46,32,56,99,37,75,66,23,50,96,93,99,93,80,101,99,85,86,56,99,28,94,27,41,42,40,25,22,99,99,24,13,69,60,63,54,37,21,15,37,58,94,52,44,55,10,57,13,50,99,40,63,44,21,4,99,33,73,93,22,30,80,80,99,66,68,13,11,22,99,25,44,95,20,90,38,83,47,56,99,12,98,68,48,23,21,94,96
69,39,67,71,29,80,25,92,32,76,88,99,99,64,74,83,99,34,99,97,60,44,43,36,99,73,79,56,10,42,44,93,19,25,99,61,37,98,61,29,40,63,15,69,76,89,27,80,99,99,78,99,38,24,61,98,94,31,36,27,30,99,47,98,54,43,50,96,99,99,87,99,101,54,99,99,51,98,16,99,36,51,52,57,36,11,99,98,61,57,22,82,96,57,20,13,61,29,58,74,72,49,45,15,45,14,58,99,42,91,32,27,17,99,62,74,99,27,28,76,65,80,93,66,72,17,33,94,25,41,99,36,74,24,99,33,54,99,12,94,77,47,26,15,27,99
74,39,60,76,28,94,32,93,32,76,61,99,94,74,74,57,97,88,98,99,68,38,22,27,99,64,80,56,10,99,49,99,18,34,99,61,7,99,50,45,29,65,27,61,56,89,21,91,95,97,70,84,25,38,61,99,99,31,35,21,43,90,58,99,55,49,50,99,99,99,99,98,101,99,96,92,51,99,28,99,31,52,47,57,36,13,99,98,52,79,64,97,63,54,20,13,67,42,58,53,62,53,73,11,57,13,57,98,37,87,75,32,9,99,36,72,99,15,25,74,42,99,45,64,93,32,49,99,31,44,95,27,26,10,97,63,58,99,12,98,53,44,22,15,61,99
69,39,98,91,33,36,30,93,32,76,61,98,99,64,74,62,99,85,98,97,60,14,22,42,99,73,63,56,10,68,42,93,18,40,97,83,18,99,46,29,35,63,17,66,49,98,21,80,95,99,73,93,22,26,61,99,94,31,22,33,42,45,47,82,53,47,50,99,93,98,98,89,101,58,99,92,51,95,28,91,36,41,99,57,36,7,99,99,63,95,27,60,53,57,97,13,72,34,58,70,58,32,55,4,57,14,18,84,69,99,44,31,3,99,37,79,99,19,34,74,55,99,96,67,71,19,43,99,25,42,99,26,71,50,97,25,59,99,12,99,76,44,66,15,74,99
74,39,99,87,33,92,30,71,50,99,61,99,99,64,74,99,97,86,99,99,60,33,58,35,96,68,63,56,10,99,46,99,10,20,97,59,24,79,38,4,20,73,23,67,75,99,21,80,99,88,75,84,22,35,61,89,99,11,36,28,40,83,55,86,54,68,50,99,76,99,99,99,101,54,99,58,51,99,34,63,40,46,61,70,36,21,99,99,35,95,7,72,99,69,17,13,78,43,58,74,23,59,74,15,57,12,60,99,35,67,57,16,27,85,60,73,97,19,33,74,47,99,97,65,90,7,64,55,26,27,99,33,76,38,97,63,53,99,24,97,80,44,36,15,63,97
69,57,58,76,38,84,11,93,50,99,61,86,99,74,74,58,99,85,98,98,60,19,22,36,99,72,63,66,8,81,58,93,17,42,99,71,9,79,30,10,25,74,40,67,39,95,22,80,95,99,72,99,25,18,61,99,94,31,39,32,37,91,48,77,60,36,50,99,99,89,97,89,101,38,69,92,34,99,45,95,33,41,32,57,36,59,99,98,61,29,61,67,99,71,22,21,28,34,58,55,52,54,55,13,57,14,58,84,80,63,93,23,23,94,37,75,99,19,42,74,26,88,84,66,71,15,57,99,25,31,95,26,89,35,98,17,63,99,17,94,99,44,68,15,41,99
69,67,99,86,39,78,25,99,49,99,80,99,99,64,72,68,97,62,99,99,60,16,23,25,96,68,63,56,9,43,46,99,15,15,99,61,24,98,24,29,28,72,12,68,56,42,23,80,99,88,75,99,32,29,61,98,94,30,41,43,43,79,40,97,74,65,50,99,93,97,26,98,101,54,87,99,51,99,27,99,40,44,85,58,36,20,99,99,36,96,27,79,63,74,28,11,71,26,58,74,55,39,63,9,57,12,27,99,35,75,18,19,11,99,43,77,99,19,36,79,80,99,84,72,73,7,38,78,26,33,95,33,69,29,97,52,62,99,12,99,80,44,27,15,39,99
74,18,54,78,37,30,30,93,45,76,88,98,88,64,74,65,97,56,98,99,60,42,22,32,99,67,80,56,9,99,45,90,40,39,99,61,57,79,54,29,32,54,21,85,80,83,24,80,99,99,72,84,30,32,61,98,94,30,55,27,32,99,61,98,74,65,50,99,93,97,99,89,101,54,99,99,55,95,31,99,21,47,87,74,36,58,99,94,81,94,69,98,99,50,19,21,63,99,78,74,41,46,39,10,57,14,56,99,42,92,46,33,23,99,34,98,99,19,41,74,65,97,75,58,99,14,78,54,25,32,99,33,32,49,97,45,52,97,12,94,77,44,26,15,55,97
75,39,44,74,30,59,30,93,18,76,61,99,99,44,74,57,99,88,98,99,60,36,60,8,99,68,63,56,10,97,62,93,26,25,99,85,4,90,45,12,21,73,14,69,66,41,21,80,99,87,75,99,21,16,61,98,95,30,35,27,50,99,65,98,40,47,50,99,93,99,65,89,101,76,99,99,51,95,28,99,33,41,83,84,36,34,100,98,36,9,59,60,15,98,40,13,18,24,58,55,58,28,55,10,57,12,51,84,34,63,36,33,38,99,77,69,98,26,37,74,80,99,98,68,71,16,11,97,25,31,99,44,29,15,97,43,60,99,12,94,99,55,26,15,41,97
75,68,99,80,33,85,25,93,50,99,61,98,99,75,74,54,99,81,98,79,60,30,60,31,99,62,80,56,10,68,44,93,22,23,97,44,20,76,33,67,23,63,18,65,60,96,24,80,99,99,84,40,27,18,61,99,94,32,34,42,30,99,37,98,54,65,50,58,93,99,87,72,101,54,88,77,51,92,28,99,55,46,91,56,39,40,100,99,40,24,27,68,99,98,99,22,60,99,58,99,52,21,55,9,62,14,56,99,48,51,37,17,28,85,62,99,97,18,35,78,81,99,70,68,28,15,53,94,26,26,94,33,86,55,99,78,57,99,12,98,76,44,37,15,41,99
78,39,53,79,33,87,30,93,32,76,61,98,94,64,74,99,99,84,98,99,60,33,22,49,99,74,79,56,4,99,48,99,14,25,95,83,24,77,42,29,30,82,21,63,50,44,17,80,95,99,75,99,21,28,61,98,99,30,42,31,42,99,50,38,73,43,50,99,93,99,87,99,101,54,98,88,36,99,22,99,29,41,97,93,36,21,100,98,42,94,20,60,63,84,27,3,75,40,58,74,63,44,55,12,57,12,60,99,48,94,44,39,25,86,37,72,97,19,18,74,47,89,98,65,99,13,43,99,25,19,86,37,99,35,82,34,70,99,12,94,86,44,35,15,64,99
77,46,50,45,33,77,25,93,32,63,87,98,99,80,74,99,97,62,98,87,70,37,18,25,99,68,63,56,17,59,68,90,40,19,99,50,38,79,51,21,38,73,15,66,97,57,23,80,95,88,75,99,26,34,61,99,99,30,36,25,32,99,38,98,54,47,99,99,93,99,99,96,99,99,99,99,51,99,30,99,30,29,53,90,36,21,99,98,40,57,61,63,85,98,20,21,38,88,81,74,27,43,51,9,57,10,31,84,79,88,39,31,23,99,37,72,97,19,38,74,79,99,63,49,99,13,54,99,25,29,97,31,99,35,97,56,57,99,24,94,99,44,81,15,82,99
75,39,98,78,30,92,32,90,32,99,97,98,79,64,71,58,97,62,98,99,60,38,34,25,99,68,63,56,10,81,46,86,14,25,99,83,13,97,48,29,27,65,17,67,51,47,21,80,95,99,75,98,24,33,61,99,98,28,44,29,39,99,55,86,58,48,50,87,93,99,87,85,99,98,95,89,51,99,20,83,28,41,96,69,36,61,99,98,32,57,20,62,98,66,14,13,54,40,58,53,52,41,33,13,57,13,37,99,55,60,34,15,3,99,37,73,94,19,37,74,81,99,56,56,98,19,55,97,26,33,95,44,91,39,97,31,59,98,12,95,80,44,40,15,34,97
69,39,60,75,33,59,32,94,46,76,61,93,99,64,74,71,99,78,98,97,60,31,9,29,96,73,63,56,9,97,46,93,18,25,99,84,39,79,62,65,32,76,23,67,67,56,27,80,69,99,75,99,44,29,61,99,94,30,36,30,30,99,30,98,45,43,50,87,93,89,87,89,101,94,94,92,56,78,67,96,37,41,79,68,36,44,99,98,36,57,27,71,97,98,25,21,66,34,58,54,30,39,72,13,57,14,36,99,48,56,74,13,4,99,28,77,97,19,37,79,47,80,96,75,71,21,15,99,26,49,97,42,86,36,99,43,70,99,12,95,71,44,29,15,34,97
51,39,27,61,30,93,31,99,32,76,61,93,99,64,74,99,97,92,99,99,60,23,62,26,98,68,79,66,10,93,46,93,18,27,97,61,9,91,31,29,31,76,24,62,63,98,21,80,99,97,84,99,26,30,61,98,99,30,30,29,59,99,42,98,65,46,50,99,93,99,99,99,101,83,99,99,51,90,63,99,25,41,48,89,36,24,100,98,47,29,60,73,20,98,99,22,29,24,58,99,36,47,75,10,57,13,34,99,41,77,26,33,26,99,46,80,96,18,36,59,73,96,65,75,99,13,43,99,25,39,96,36,99,53,97,48,58,99,12,89,95,44,26,10,61,88
29,65,53,41,33,74,25,94,49,63,61,99,94,64,74,77,97,44,98,99,30,36,22,25,99,64,72,56,9,72,46,99,17,25,99,76,9,76,40,43,33,63,20,55,66,96,34,91,95,88,72,99,19,41,61,99,89,31,23,16,40,74,47,99,65,43,50,98,93,99,99,99,98,54,97,55,52,85,56,99,29,22,75,65,40,46,99,98,43,24,27,68,63,67,22,21,33,31,58,99,52,56,46,11,61,14,47,84,59,92,44,23,13,99,49,73,97,19,38,72,47,87,96,71,71,15,44,99,26,31,75,36,91,40,99,59,60,99,12,94,80,44,64,15,63,99
74,39,99,63,36,71,25,90,33,99,95,98,99,64,74,99,98,85,98,97,60,51,48,41,99,74,63,56,10,99,41,93,20,42,99,61,10,82,48,64,31,71,25,67,53,98,21,90,99,98,72,84,26,25,61,98,99,30,34,40,30,99,79,89,35,46,50,88,93,97,87,89,101,99,84,86,51,95,43,90,41,32,94,57,21,24,100,98,36,95,59,66,99,74,22,13,74,29,58,72,55,75,55,10,57,14,43,84,59,95,60,20,45,99,37,77,99,19,46,74,55,84,76,67,71,14,27,89,25,39,95,20,92,50,99,49,54,99,12,98,89,44,27,15,62,97
69,39,98,57,30,57,25,93,43,76,61,99,99,64,74,46,99,84,98,97,60,34,60,38,99,68,63,56,10,97,46,93,42,44,97,61,5,79,42,58,44,74,20,69,54,98,15,80,99,99,71,84,30,21,61,99,94,30,36,25,30,76,60,74,49,43,50,99,99,99,99,98,101,73,99,98,51,99,28,90,54,41,65,57,36,17,100,98,45,89,69,60,63,57,94,13,42,34,58,55,52,54,55,19,57,14,74,99,41,88,44,29,5,99,37,77,88,19,35,74,81,96,70,68,71,16,67,89,25,41,95,26,29,52,83,53,59,99,12,98,99,44,24,15,89,99
69,67,70,74,30,76,31,93,32,76,61,99,94,64,74,59,97,84,98,97,63,31,22,59,99,73,63,56,9,99,47,99,20,33,99,80,6,98,62,29,32,64,14,68,26,85,21,91,95,99,75,99,34,26,61,99,94,29,34,31,42,98,98,35,53,12,50,92,99,96,87,89,101,97,99,63,53,95,66,99,29,37,43,88,35,42,99,98,63,57,71,96,63,66,22,20,74,34,58,71,58,52,72,12,57,10,62,92,49,77,38,27,5,75,37,73,99,19,28,74,76,84,76,63,71,14,20,98,25,36,99,27,71,60,97,34,60,99,8,98,99,44,30,15,63,88
73,39,53,87,71,73,25,92,32,76,91,99,99,74,74,98,99,78,98,99,60,21,44,57,99,70,80,56,10,68,48,94,17,40,97,61,17,79,33,66,28,63,21,63,64,96,22,91,99,88,75,84,23,25,61,98,99,31,33,30,34,99,43,98,59,47,50,99,93,99,99,97,101,99,78,54,51,99,28,92,33,41,45,88,36,54,100,98,47,57,21,74,63,67,24,13,28,47,58,54,51,61,72,13,57,12,43,84,42,95,44,18,17,99,37,74,97,19,42,76,47,99,96,55,99,14,62,77,25,18,95,32,90,32,97,52,52,99,12,94,81,44,30,15,54,99
74,58,53,53,33,63,32,92,42,64,61,99,99,64,72,35,99,99,98,99,49,18,22,36,99,68,63,56,7,43,46,93,16,27,99,61,23,79,31,52,23,67,17,66,58,95,24,80,95,88,75,84,35,33,61,98,99,31,31,34,6,70,35,99,37,45,87,95,93,99,99,78,101,44,84,99,51,99,26,88,43,44,60,57,39,39,100,98,35,95,59,36,99,66,50,7,68,17,58,74,53,56,35,8,57,13,63,60,34,95,35,23,3,99,20,83,97,19,41,74,46,99,73,73,71,17,67,89,25,29,95,27,71,59,97,35,63,99,12,94,80,44,25,15,43,98
